No.,Gen,Name,Type1,Type2,Ability1,Ability2,Hidden Ability,HP,Att,Def,S.Att,S.Def,Spd,total,moveset
#845,,Cramorant,flying,water,Gulp Missile,,,70,85,55,85,95,85,475,"[['1', 'Belch', 'POISON', 'special', '120', '90'], ['1', 'Peck', 'FLYING', 'physical', '35', '100'], ['1', 'Spit Up', 'NORMAL', 'special', '-', '100'], ['1', 'Stockpile', 'NORMAL', 'status', '-', '-'], ['1', 'Swallow', 'NORMAL', 'status', '-', '-'], ['7', 'Water Gun', 'WATER', 'special', '40', '100'], ['14', 'Fury Attack', 'NORMAL', 'physical', '15', '85'], ['21', 'Pluck', 'FLYING', 'physical', '60', '100'], ['28', 'Dive', 'WATER', 'physical', '80', '100'], ['35', 'Drill Peck', 'FLYING', 'physical', '80', '100'], ['42', 'Amnesia', 'PSYCHIC', 'status', '-', '-'], ['49', 'Thrash', 'NORMAL', 'physical', '120', '100'], ['56', 'Hydro Pump', 'WATER', 'special', '110', '80']]"
#846,,Arrokuda,water,,Swift Swim,,Propeller Tail,41,63,40,40,30,66,280,"[['1', 'Aqua Jet', 'WATER', 'physical', '40', '100'], ['1', 'Peck', 'FLYING', 'physical', '35', '100'], ['6', 'Fury Attack', 'NORMAL', 'physical', '15', '85'], ['12', 'Bite', 'DARK', 'physical', '60', '100'], ['18', 'Agility', 'PSYCHIC', 'status', '-', '-'], ['24', 'Dive', 'WATER', 'physical', '80', '100'], ['30', 'Laser Focus', 'NORMAL', 'status', '-', '-'], ['36', 'Crunch', 'DARK', 'physical', '80', '100'], ['42', 'Liquidation', 'WATER', 'physical', '85', '100'], ['48', 'Double-Edge', 'NORMAL', 'physical', '120', '100']]"
#847,,Barraskewda,water,,Swift Swim,,Propeller Tail,61,123,60,60,50,136,490,"[['1', 'Aqua Jet', 'WATER', 'physical', '40', '100'], ['1', 'Bite', 'DARK', 'physical', '60', '100'], ['1', 'Fury Attack', 'NORMAL', 'physical', '15', '85'], ['1', 'Peck', 'FLYING', 'physical', '35', '100'], ['1', 'Throat Chop', 'DARK', 'physical', '80', '100'], ['18', 'Agility', 'PSYCHIC', 'status', '-', '-'], ['24', 'Dive', 'WATER', 'physical', '80', '100'], ['32', 'Laser Focus', 'NORMAL', 'status', '-', '-'], ['40', 'Crunch', 'DARK', 'physical', '80', '100'], ['48', 'Liquidation', 'WATER', 'physical', '85', '100'], ['56', 'Double-Edge', 'NORMAL', 'physical', '120', '100']]"
#848,,Toxel,electric,poison,Rattled,Static,Klutz,40,38,35,54,35,40,242,"[['1', 'Acid', 'POISON', 'special', '40', '100'], ['1', 'Belch', 'POISON', 'special', '120', '90'], ['1', 'Flail', 'NORMAL', 'physical', '-', '100'], ['1', 'Growl', 'NORMAL', 'status', '-', '100'], ['1', 'Nuzzle', 'ELECTRIC', 'physical', '20', '100'], ['1', 'Tearful Look', 'NORMAL', 'status', '-', '-']]"
#849,,Toxtricity,electric,poison,Punk Rock,Plus,Technician,75,98,70,114,70,75,502,"[['1', 'Acid', 'POISON', 'special', '40', '100'], ['1', 'Acid Spray', 'POISON', 'special', '40', '100'], ['1', 'Belch', 'POISON', 'special', '120', '90'], ['1', 'Eerie Impulse', 'ELECTRIC', 'status', '-', '100'], ['1', 'Flail', 'NORMAL', 'physical', '-', '100'], ['1', 'Growl', 'NORMAL', 'status', '-', '100'], ['1', 'Leer', 'NORMAL', 'status', '-', '100'], ['1', 'Noble Roar', 'NORMAL', 'status', '-', '100'], ['1', 'Nuzzle', 'ELECTRIC', 'physical', '20', '100'], ['1', 'Spark', 'ELECTRIC', 'physical', '65', '100'], ['1', 'Tearful Look', 'NORMAL', 'status', '-', '-'], ['1', 'Thunder Shock', 'ELECTRIC', 'special', '40', '100'], ['4', 'Charge', 'ELECTRIC', 'status', '-', '-'], ['8', 'Shock Wave', 'ELECTRIC', 'special', '60', '?'], ['12', 'Scary Face', 'NORMAL', 'status', '-', '100'], ['16', 'Taunt', 'DARK', 'status', '-', '100'], ['20', 'Venom Drench', 'POISON', 'status', '-', '100'], ['24', 'Screech', 'NORMAL', 'status', '-', '85'], ['28', 'Swagger', 'NORMAL', 'status', '-', '85'], ['32', 'Toxic', 'POISON', 'status', '-', '90'], ['36', 'Discharge', 'ELECTRIC', 'special', '80', '100'], ['40', 'Poison Jab', 'POISON', 'physical', '80', '100'], ['44', 'Overdrive', 'ELECTRIC', 'special', '80', '100'], ['48', 'Boomburst', 'NORMAL', 'special', '140', '100'], ['52', 'Magnetic Flux', 'ELECTRIC', 'status', '-', '-']]"
#850,,Sizzlipede,fire,bug,Flash Fire,White Smoke,Flame Body,50,65,45,50,50,45,305,"[['1', 'Ember', 'FIRE', 'special', '40', '100'], ['1', 'Smokescreen', 'NORMAL', 'status', '-', '100'], ['5', 'Wrap', 'NORMAL', 'physical', '15', '90'], ['10', 'Bite', 'DARK', 'physical', '60', '100'], ['15', 'Flame Wheel', 'FIRE', 'physical', '60', '100'], ['20', 'Bug Bite', 'BUG', 'physical', '60', '100'], ['25', 'Coil', 'POISON', 'status', '-', '-'], ['30', 'Slam', 'NORMAL', 'physical', '80', '75'], ['35', 'Fire Spin', 'FIRE', 'special', '35', '85'], ['40', 'Crunch', 'DARK', 'physical', '80', '100'], ['45', 'Fire Lash', 'FIRE', 'physical', '80', '100'], ['50', 'Lunge', 'BUG', 'physical', '80', '100'], ['55', 'Burn Up', 'FIRE', 'special', '130', '100']]"
#851,,Centiskorch,fire,bug,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,525,"[['1', 'Bite', 'DARK', 'physical', '60', '100'], ['1', 'Ember', 'FIRE', 'special', '40', '100'], ['1', 'Inferno', 'FIRE', 'special', '100', '50'], ['1', 'Smokescreen', 'NORMAL', 'status', '-', '100'], ['1', 'Wrap', 'NORMAL', 'physical', '15', '90'], ['15', 'Flame Wheel', 'FIRE', 'physical', '60', '100'], ['20', 'Bug Bite', 'BUG', 'physical', '60', '100'], ['25', 'Coil', 'POISON', 'status', '-', '-'], ['32', 'Slam', 'NORMAL', 'physical', '80', '75'], ['39', 'Fire Spin', 'FIRE', 'special', '35', '85'], ['46', 'Crunch', 'DARK', 'physical', '80', '100'], ['53', 'Fire Lash', 'FIRE', 'physical', '80', '100'], ['60', 'Lunge', 'BUG', 'physical', '80', '100'], ['67', 'Burn Up', 'FIRE', 'special', '130', '100']]"
#852,,Clobbopus,fighting,,Limber,,Technician,50,68,60,50,50,32,310,"[['1', 'Leer', 'NORMAL', 'status', '-', '100'], ['1', 'Rock Smash', 'FIGHTING', 'physical', '40', '100'], ['5', 'Feint', 'NORMAL', 'physical', '30', '100'], ['10', 'Bind', 'NORMAL', 'physical', '15', '85'], ['15', 'Detect', 'FIGHTING', 'status', '-', '-'], ['20', 'Brick Break', 'FIGHTING', 'physical', '75', '100'], ['25', 'Bulk Up', 'FIGHTING', 'status', '-', '-'], ['30', 'Submission', 'FIGHTING', 'physical', '80', '80'], ['35', 'Taunt', 'DARK', 'status', '-', '100'], ['40', 'Reversal', 'FIGHTING', 'physical', '-', '100'], ['45', 'Superpower', 'FIGHTING', 'physical', '120', '100']]"
#853,,Grapploct,fighting,,Limber,,Technician,80,118,90,70,80,42,480,"[['1', 'Bind', 'NORMAL', 'physical', '15', '85'], ['1', 'Feint', 'NORMAL', 'physical', '30', '100'], ['1', 'Leer', 'NORMAL', 'status', '-', '100'], ['1', 'Octazooka', 'WATER', 'special', '65', '85'], ['1', 'Octolock', 'FIGHTING', 'status', '-', '100'], ['1', 'Rock Smash', 'FIGHTING', 'physical', '40', '100'], ['15', 'Detect', 'FIGHTING', 'status', '-', '-'], ['20', 'Brick Break', 'FIGHTING', 'physical', '75', '100'], ['25', 'Bulk Up', 'FIGHTING', 'status', '-', '-'], ['30', 'Submission', 'FIGHTING', 'physical', '80', '80'], ['35', 'Taunt', 'DARK', 'status', '-', '100'], ['40', 'Reversal', 'FIGHTING', 'physical', '-', '100'], ['45', 'Superpower', 'FIGHTING', 'physical', '120', '100'], ['50', 'Topsy-Turvy', 'DARK', 'status', '-', '-']]"
#854,,Sinistea,ghost,,Weak Armor,,Cursed Body,40,45,45,74,54,50,308,"[['1', 'Astonish', 'GHOST', 'physical', '30', '100'], ['1', 'Withdraw', 'WATER', 'status', '-', '-'], ['6', 'Aromatic Mist', 'FAIRY', 'status', '-', '-'], ['12', 'Mega Drain', 'GRASS', 'special', '40', '100'], ['18', 'Protect', 'NORMAL', 'status', '-', '-'], ['24', 'Sucker Punch', 'DARK', 'physical', '70', '100'], ['30', 'Aromatherapy', 'GRASS', 'status', '-', '-'], ['36', 'Giga Drain', 'GRASS', 'special', '75', '100'], ['42', 'Nasty Plot', 'DARK', 'status', '-', '-'], ['48', 'Shadow Ball', 'GHOST', 'special', '80', '100'], ['54', 'Memento', 'DARK', 'status', '-', '100'], ['60', 'Shell Smash', 'NORMAL', 'status', '-', '-']]"
#855,,Polteageist,ghost,,Weak Armor,,Cursed Body,60,65,65,134,114,70,508,"[['1', 'Aromatic Mist', 'FAIRY', 'status', '-', '-'], ['1', 'Astonish', 'GHOST', 'physical', '30', '100'], ['1', 'Mega Drain', 'GRASS', 'special', '40', '100'], ['1', 'Strength Sap', 'GRASS', 'status', '-', '100'], ['1', 'Teatime', 'NORMAL', 'status', '-', '-'], ['1', 'Withdraw', 'WATER', 'status', '-', '-'], ['18', 'Protect', 'NORMAL', 'status', '-', '-'], ['24', 'Sucker Punch', 'DARK', 'physical', '70', '100'], ['30', 'Aromatherapy', 'GRASS', 'status', '-', '-'], ['36', 'Giga Drain', 'GRASS', 'special', '75', '100'], ['42', 'Nasty Plot', 'DARK', 'status', '-', '-'], ['48', 'Shadow Ball', 'GHOST', 'special', '80', '100'], ['54', 'Memento', 'DARK', 'status', '-', '100'], ['60', 'Shell Smash', 'NORMAL', 'status', '-', '-'], ['66', 'Curse', 'GHOST', 'status', '-', '-']]"
#856,,Hatenna,psychic,Healer,Anticipation,,Magic Bounce,42,30,45,56,53,39,265,"[['1', 'Confusion', 'PSYCHIC', 'special', '50', '100'], ['1', 'Play Nice', 'NORMAL', 'status', '-', '-'], ['5', 'Life Dew', 'WATER', 'status', '-', '-'], ['10', 'Disarming Voice', 'FAIRY', 'special', '40', '?'], ['15', 'Aromatherapy', 'GRASS', 'status', '-', '-'], ['20', 'Psybeam', 'PSYCHIC', 'special', '65', '100'], ['25', 'Heal Pulse', 'PSYCHIC', 'status', '-', '-'], ['30', 'Dazzling Gleam', 'FAIRY', 'special', '80', '100'], ['35', 'Calm Mind', 'PSYCHIC', 'status', '-', '-'], ['40', 'Psychic', 'PSYCHIC', 'special', '90', '100'], ['45', 'Healing Wish', 'PSYCHIC', 'status', '-', '-']]"
#857,,Hattrem,psychic,Healer,Anticipation,,Magic Bounce,57,40,65,86,73,49,370,"[['1', 'Brutal Swing', 'DARK', 'physical', '60', '100'], ['1', 'Confusion', 'PSYCHIC', 'special', '50', '100'], ['1', 'Disarming Voice', 'FAIRY', 'special', '40', '?'], ['1', 'Life Dew', 'WATER', 'status', '-', '-'], ['1', 'Play Nice', 'NORMAL', 'status', '-', '-'], ['15', 'Aromatherapy', 'GRASS', 'status', '-', '-'], ['20', 'Psybeam', 'PSYCHIC', 'special', '65', '100'], ['25', 'Heal Pulse', 'PSYCHIC', 'status', '-', '-'], ['30', 'Dazzling Gleam', 'FAIRY', 'special', '80', '100'], ['37', 'Calm Mind', 'PSYCHIC', 'status', '-', '-'], ['44', 'Psychic', 'PSYCHIC', 'special', '90', '100'], ['51', 'Healing Wish', 'PSYCHIC', 'status', '-', '-']]"
#858,,Hatterene,psychic,fairy,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,510,"[['1', 'Brutal Swing', 'DARK', 'physical', '60', '100'], ['1', 'Confusion', 'PSYCHIC', 'special', '50', '100'], ['1', 'Disarming Voice', 'FAIRY', 'special', '40', '?'], ['1', 'Life Dew', 'WATER', 'status', '-', '-'], ['1', 'Play Nice', 'NORMAL', 'status', '-', '-'], ['1', 'Psycho Cut', 'PSYCHIC', 'physical', '70', '100'], ['15', 'Aromatherapy', 'GRASS', 'status', '-', '-'], ['20', 'Psybeam', 'PSYCHIC', 'special', '65', '100'], ['25', 'Heal Pulse', 'PSYCHIC', 'status', '-', '-'], ['30', 'Dazzling Gleam', 'FAIRY', 'special', '80', '100'], ['37', 'Calm Mind', 'PSYCHIC', 'status', '-', '-'], ['46', 'Psychic', 'PSYCHIC', 'special', '90', '100'], ['55', 'Healing Wish', 'PSYCHIC', 'status', '-', '-'], ['64', 'Magic Powder', 'PSYCHIC', 'status', '-', '100']]"
#859,,Impidimp,dark,fairy,Prankster,Frisk,Pickpocket,45,45,30,55,40,50,265,"[['1', 'Confide', 'NORMAL', 'status', '-', '-'], ['1', 'Fake Out', 'NORMAL', 'physical', '40', '100'], ['4', 'Bite', 'DARK', 'physical', '60', '100'], ['8', 'Flatter', 'DARK', 'status', '-', '100'], ['12', 'Fake Tears', 'DARK', 'status', '-', '100'], ['16', 'Assurance', 'DARK', 'physical', '60', '100'], ['20', 'Swagger', 'NORMAL', 'status', '-', '85'], ['24', 'Sucker Punch', 'DARK', 'physical', '70', '100'], ['28', 'Torment', 'DARK', 'status', '-', '100'], ['33', 'Dark Pulse', 'DARK', 'special', '80', '100'], ['36', 'Nasty Plot', 'DARK', 'status', '-', '-'], ['40', 'Play Rough', 'FAIRY', 'physical', '90', '90'], ['44', 'Foul Play', 'DARK', 'physical', '95', '100']]"
#860,,Morgrem,dark,fairy,Prankster,Frisk,Pickpocket,65,60,45,75,55,70,370,"[['1', 'Bite', 'DARK', 'physical', '60', '100'], ['1', 'Confide', 'NORMAL', 'status', '-', '-'], ['1', 'Fake Out', 'NORMAL', 'physical', '40', '100'], ['1', 'False Surrender', 'DARK', 'physical', '80', '?'], ['1', 'Flatter', 'DARK', 'status', '-', '100'], ['12', 'Fake Tears', 'DARK', 'status', '-', '100'], ['16', 'Assurance', 'DARK', 'physical', '60', '100'], ['20', 'Swagger', 'NORMAL', 'status', '-', '85'], ['24', 'Sucker Punch', 'DARK', 'physical', '70', '100'], ['28', 'Torment', 'DARK', 'status', '-', '100'], ['35', 'Dark Pulse', 'DARK', 'special', '80', '100'], ['40', 'Nasty Plot', 'DARK', 'status', '-', '-'], ['46', 'Play Rough', 'FAIRY', 'physical', '90', '90'], ['52', 'Foul Play', 'DARK', 'physical', '95', '100']]"
#861,,Grimmsnarl,dark,fairy,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,510,"[['1', 'Bite', 'DARK', 'physical', '60', '100'], ['1', 'Bulk Up', 'FIGHTING', 'status', '-', '-'], ['1', 'Confide', 'NORMAL', 'status', '-', '-'], ['1', 'Fake Out', 'NORMAL', 'physical', '40', '100'], ['1', 'False Surrender', 'DARK', 'physical', '80', '?'], ['1', 'Flatter', 'DARK', 'status', '-', '100'], ['1', 'Power-Up Punch', 'FIGHTING', 'physical', '40', '100'], ['1', 'Spirit Break', 'FAIRY', 'physical', '75', '100'], ['12', 'Fake Tears', 'DARK', 'status', '-', '100'], ['16', 'Assurance', 'DARK', 'physical', '60', '100'], ['20', 'Swagger', 'NORMAL', 'status', '-', '85'], ['24', 'Sucker Punch', 'DARK', 'physical', '70', '100'], ['28', 'Torment', 'DARK', 'status', '-', '100'], ['35', 'Dark Pulse', 'DARK', 'special', '80', '100'], ['40', 'Nasty Plot', 'DARK', 'status', '-', '-'], ['48', 'Play Rough', 'FAIRY', 'physical', '90', '90'], ['56', 'Foul Play', 'DARK', 'physical', '95', '100'], ['64', 'Hammer Arm', 'FIGHTING', 'physical', '100', '90']]"
#862,,Obstagoon,dark,normal,Reckless,Guts,Defiant,93,90,101,60,81,95,520,"[['1', 'Baby-Doll Eyes', 'FAIRY', 'status', '-', '100'], ['1', 'Cross Chop', 'FIGHTING', 'physical', '100', '80'], ['1', 'Leer', 'NORMAL', 'status', '-', '100'], ['1', 'Lick', 'GHOST', 'physical', '30', '100'], ['1', 'Night Slash', 'DARK', 'physical', '70', '100'], ['1', 'Obstruct', 'DARK', 'status', '-', '100'], ['1', 'Pin Missile', 'BUG', 'physical', '25', '95'], ['1', 'Sand Attack', 'GROUND', 'status', '-', '100'], ['1', 'Submission', 'FIGHTING', 'physical', '80', '80'], ['1', 'Switcheroo', 'DARK', 'status', '-', '100'], ['1', 'Tackle', 'NORMAL', 'physical', '40', '100'], ['9', 'Snarl', 'DARK', 'special', '55', '95'], ['12', 'Headbutt', 'NORMAL', 'physical', '70', '100'], ['15', 'Hone Claws', 'DARK', 'status', '-', '-'], ['18', 'Fury Swipes', 'NORMAL', 'physical', '18', '80'], ['23', 'Rest', 'PSYCHIC', 'status', '-', '-'], ['28', 'Take Down', 'NORMAL', 'physical', '90', '85'], ['35', 'Scary Face', 'NORMAL', 'status', '-', '100'], ['42', 'Counter', 'FIGHTING', 'physical', '-', '100'], ['49', 'Taunt', 'DARK', 'status', '-', '100'], ['56', 'Double-Edge', 'NORMAL', 'physical', '120', '100']]"
#863,,Perrserker,steel,,Battle Armor,Tough Claws,Steely Spirit,70,110,100,50,60,50,440,"[['1', 'Fake Out', 'NORMAL', 'physical', '40', '100'], ['1', 'Growl', 'NORMAL', 'status', '-', '100'], ['1', 'Hone Claws', 'DARK', 'status', '-', '-'], ['1', 'Iron Defense', 'STEEL', 'status', '-', '-'], ['1', 'Iron Head', 'STEEL', 'physical', '80', '100'], ['1', 'Metal Burst', 'STEEL', 'physical', '-', '100'], ['1', 'Scratch', 'NORMAL', 'physical', '40', '100'], ['12', 'Pay Day', 'NORMAL', 'physical', '40', '100'], ['16', 'Metal Claw', 'STEEL', 'physical', '50', '95'], ['20', 'Taunt', 'DARK', 'status', '-', '100'], ['24', 'Swagger', 'NORMAL', 'status', '-', '85'], ['31', 'Fury Swipes', 'NORMAL', 'physical', '18', '80'], ['36', 'Screech', 'NORMAL', 'status', '-', '85'], ['42', 'Slash', 'NORMAL', 'physical', '70', '100'], ['48', 'Metal Sound', 'STEEL', 'status', '-', '85'], ['54', 'Thrash', 'NORMAL', 'physical', '120', '100']]"
#864,,Cursola,ghost,,Weak Armor,,Perish Body,60,95,50,145,130,30,510,"[['1', 'Astonish', 'GHOST', 'physical', '30', '100'], ['1', 'Disable', 'NORMAL', 'status', '-', '100'], ['1', 'Harden', 'NORMAL', 'status', '-', '-'], ['1', 'Perish Song', 'NORMAL', 'status', '-', '-'], ['1', 'Tackle', 'NORMAL', 'physical', '40', '100'], ['15', 'Spite', 'GHOST', 'status', '-', '100'], ['20', 'Ancient Power', 'ROCK', 'special', '60', '100'], ['25', 'Hex', 'GHOST', 'special', '65', '100'], ['30', 'Curse', 'GHOST', 'status', '-', '-'], ['35', 'Strength Sap', 'GRASS', 'status', '-', '100'], ['40', 'Power Gem', 'ROCK', 'special', '80', '100'], ['45', 'Night Shade', 'GHOST', 'special', '-', '100'], ['50', 'Grudge', 'GHOST', 'status', '-', '-'], ['55', 'Mirror Coat', 'PSYCHIC', 'special', '-', '100']]"
#865,,Sirfetch'd,fighting,,Steadfast,,Scrappy,62,135,95,68,82,65,507,"[['1', 'First Impression', 'BUG', 'physical', '90', '100'], ['1', 'Fury Cutter', 'BUG', 'physical', '40', '95'], ['1', 'Iron Defense', 'STEEL', 'status', '-', '-'], ['1', 'Leer', 'NORMAL', 'status', '-', '100'], ['1', 'Peck', 'FLYING', 'physical', '35', '100'], ['1', 'Sand Attack', 'GROUND', 'status', '-', '100'], ['15', 'Rock Smash', 'FIGHTING', 'physical', '40', '100'], ['20', 'Brutal Swing', 'DARK', 'physical', '60', '100'], ['25', 'Detect', 'FIGHTING', 'status', '-', '-'], ['30', 'Knock Off', 'DARK', 'physical', '65', '100'], ['35', 'Defog', 'FLYING', 'status', '-', '-'], ['40', 'Brick Break', 'FIGHTING', 'physical', '75', '100'], ['45', 'Swords Dance', 'NORMAL', 'status', '-', '-'], ['50', 'Slam', 'NORMAL', 'physical', '80', '75'], ['55', 'Leaf Blade', 'GRASS', 'physical', '90', '100'], ['60', 'Final Gambit', 'FIGHTING', 'special', '-', '100'], ['65', 'Brave Bird', 'FLYING', 'physical', '120', '100'], ['70', 'Meteor Assault', 'FIGHTING', 'physical', '150', '100']]"
#866,,Mr. Rime,ice,psychic,Tangled Feet,Screen Cleaner,Ice Body,80,85,75,110,100,70,520,"[['1', 'After You', 'NORMAL', 'status', '-', '-'], ['1', 'Baton Pass', 'NORMAL', 'status', '-', '-'], ['1', 'Block', 'NORMAL', 'status', '-', '-'], ['1', 'Copycat', 'NORMAL', 'status', '-', '-'], ['1', 'Dazzling Gleam', 'FAIRY', 'special', '80', '100'], ['1', 'Encore', 'NORMAL', 'status', '-', '100'], ['1', 'Fake Tears', 'DARK', 'status', '-', '100'], ['1', 'Ice Shard', 'ICE', 'physical', '40', '100'], ['1', 'Light Screen', 'PSYCHIC', 'status', '-', '-'], ['1', 'Mimic', 'NORMAL', 'status', '-', '-'], ['1', 'Misty Terrain', 'FAIRY', 'status', '-', '-'], ['1', 'Pound', 'NORMAL', 'physical', '40', '100'], ['1', 'Protect', 'NORMAL', 'status', '-', '-'], ['1', 'Rapid Spin', 'NORMAL', 'physical', '50', '100'], ['1', 'Recycle', 'NORMAL', 'status', '-', '-'], ['1', 'Reflect', 'PSYCHIC', 'status', '-', '-'], ['1', 'Role Play', 'PSYCHIC', 'status', '-', '-'], ['1', 'Safeguard', 'NORMAL', 'status', '-', '-'], ['1', 'Slack Off', 'NORMAL', 'status', '-', '-'], ['12', 'Confusion', 'PSYCHIC', 'special', '50', '100'], ['16', 'Ally Switch', 'PSYCHIC', 'status', '-', '-'], ['20', 'Icy Wind', 'ICE', 'special', '55', '95'], ['24', 'Double Kick', 'FIGHTING', 'physical', '30', '100'], ['28', 'Psybeam', 'PSYCHIC', 'special', '65', '100'], ['32', 'Hypnosis', 'PSYCHIC', 'status', '-', '60'], ['36', 'Mirror Coat', 'PSYCHIC', 'special', '-', '100'], ['40', 'Sucker Punch', 'DARK', 'physical', '70', '100'], ['44', 'Freeze-Dry', 'ICE', 'special', '70', '100'], ['48', 'Psychic', 'PSYCHIC', 'special', '90', '100'], ['52', 'Teeter Dance', 'NORMAL', 'status', '-', '100']]"
#867,,Runerigus,ground,ghost,Wandering Spirit,,,58,95,145,50,105,30,483,"[['1', 'Astonish', 'GHOST', 'physical', '30', '100'], ['1', 'Haze', 'ICE', 'status', '-', '-'], ['1', 'Night Shade', 'GHOST', 'special', '-', '100'], ['1', 'Protect', 'NORMAL', 'status', '-', '-'], ['1', 'Scary Face', 'NORMAL', 'status', '-', '100'], ['1', 'Shadow Claw', 'GHOST', 'physical', '70', '100'], ['12', 'Disable', 'NORMAL', 'status', '-', '100'], ['16', 'Brutal Swing', 'DARK', 'physical', '60', '100'], ['20', 'Crafty Shield', 'FAIRY', 'status', '-', '-'], ['24', 'Hex', 'GHOST', 'special', '65', '100'], ['28', 'Mean Look', 'NORMAL', 'status', '-', '-'], ['32', 'Slam', 'NORMAL', 'physical', '80', '75'], ['38', 'Curse', 'GHOST', 'status', '-', '-'], ['44', 'Shadow Ball', 'GHOST', 'special', '80', '100'], ['50', 'Earthquake', 'GROUND', 'physical', '100', '100'], ['56', 'Guard Split', 'PSYCHIC', 'status', '-', '-'], ['56', 'Power Split', 'PSYCHIC', 'status', '-', '-'], ['62', 'Destiny Bond', 'GHOST', 'status', '-', '-']]"
#868,,Milcery,fairy,,Sweet Veil,,Aroma Veil,45,40,40,50,61,34,270,"[['1', 'Aromatic Mist', 'FAIRY', 'status', '-', '-'], ['1', 'Tackle', 'NORMAL', 'physical', '40', '100'], ['5', 'Sweet Kiss', 'FAIRY', 'status', '-', '75'], ['10', 'Sweet Scent', 'NORMAL', 'status', '-', '100'], ['15', 'Draining Kiss', 'FAIRY', 'special', '50', '100'], ['20', 'Aromatherapy', 'GRASS', 'status', '-', '-'], ['25', 'Attract', 'NORMAL', 'status', '-', '100'], ['30', 'Acid Armor', 'POISON', 'status', '-', '-'], ['35', 'Dazzling Gleam', 'FAIRY', 'special', '80', '100'], ['40', 'Recover', 'NORMAL', 'status', '-', '-'], ['45', 'Misty Terrain', 'FAIRY', 'status', '-', '-'], ['50', 'Entrainment', 'NORMAL', 'status', '-', '100']]"
#869,,Alcremie,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,"[['1', 'Aromatic Mist', 'FAIRY', 'status', '-', '-'], ['1', 'Decorate', 'FAIRY', 'status', '-', '-'], ['1', 'Sweet Kiss', 'FAIRY', 'status', '-', '75'], ['1', 'Sweet Scent', 'NORMAL', 'status', '-', '100'], ['1', 'Tackle', 'NORMAL', 'physical', '40', '100'], ['15', 'Draining Kiss', 'FAIRY', 'special', '50', '100'], ['20', 'Aromatherapy', 'GRASS', 'status', '-', '-'], ['25', 'Attract', 'NORMAL', 'status', '-', '100'], ['30', 'Acid Armor', 'POISON', 'status', '-', '-'], ['35', 'Dazzling Gleam', 'FAIRY', 'special', '80', '100'], ['40', 'Recover', 'NORMAL', 'status', '-', '-'], ['45', 'Misty Terrain', 'FAIRY', 'status', '-', '-'], ['50', 'Entrainment', 'NORMAL', 'status', '-', '100']]"
#870,,Falinks,fighting,,Battle Armor,,Defiant,65,100,100,70,60,75,470,"[['1', 'Protect', 'NORMAL', 'status', '-', '-'], ['1', 'Tackle', 'NORMAL', 'physical', '40', '100'], ['5', 'Rock Smash', 'FIGHTING', 'physical', '40', '100'], ['10', 'Focus Energy', 'NORMAL', 'status', '-', '-'], ['15', 'Headbutt', 'NORMAL', 'physical', '70', '100'], ['20', 'Bulk Up', 'FIGHTING', 'status', '-', '-'], ['25', 'Endure', 'NORMAL', 'status', '-', '-'], ['30', 'Reversal', 'FIGHTING', 'physical', '-', '100'], ['35', 'First Impression', 'BUG', 'physical', '90', '100'], ['40', 'No Retreat', 'FIGHTING', 'status', '-', '-'], ['45', 'Iron Defense', 'STEEL', 'status', '-', '-'], ['50', 'Close Combat', 'FIGHTING', 'physical', '120', '100'], ['55', 'Megahorn', 'BUG', 'physical', '120', '85'], ['60', 'Counter', 'FIGHTING', 'physical', '-', '100']]"
